Month,Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,Date,AQI Quality,AQI,AQI Ranking,PM25,PM10,So2,No2,Co,O3
Nov-16,4,6.4,12,0,-,91,-,0.8,6.3,14.4,-,o,,,o,4/11/16,Severely Polluted,293,358,242,283,5,116,3.33,6
Nov-16,5,8.6,18,4,-,72,0,4.5,9.1,25.2,-,,,,o,5/11/16,Heavily Polluted,229,344,179,205,4,95,3.16,18
Nov-16,6,7.1,10,4,-,53,-,9,10,18,-,o,,,,6/11/16,Good,96,157,71,91,8,53,1.17,24
Nov-16,7,6.6,13,-3,-,41,0.51,-,19.3,35.9,61.1,,,,,7/11/16,Good,57,102,39,50,3,38,0.8,26
Nov-16,8,3.9,11.2,-2,-,57,0,7.1,5.9,14.4,35.9,,,,,8/11/16,Good,55,180,34,59,6,48,0.8,17
Nov-16,9,4.7,7,0,-,76,0,3.2,6.5,14.4,-,,,,,9/11/16,Moderately Polluted,190,366,148,183,12,81,2.42,3
Nov-16,10,5.3,11,-1,-,66,0.51,3.5,8.5,28.7,43.2,o,,,o,10/11/16,Moderately Polluted,170,343,130,155,6,62,1.31,13
Nov-16,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11/11/16,Lightly Polluted,104,305,77,117,6,60,1.55,8
Nov-16,12,8.2,13,0.6,-,64,0,7.4,6.7,14.4,-,,,,,12/11/16,Good,99,273,74,122,9,64,1.5,11
Nov-16,13,7.4,9.2,4,-,78,0,4.2,6.3,28.7,46.9,,,,,13/11/16,Lightly Polluted,125,280,93,149,10,69,2.13,3
Nov-16,14,7.3,14,-3,-,22,0,-,14.6,35.9,39.6,,,,,14/11/16,Good,78,150,42,80,3,34,0.94,37
Nov-16,15,4.4,10.5,-1.5,-,55,0,6.8,6.9,14.4,-,,,,,15/11/16,Good,88,216,62,110,16,71,1.87,13
Nov-16,16,5.3,12,1,-,68,0,5.3,5.7,18,-,,,,,16/11/16,Lightly Polluted,129,308,97,142,14,79,2.19,7
Nov-16,17,6.1,7,3.7,-,65,0,5,5,7.2,-,,,,,17/11/16,Moderately Polluted,151,313,114,159,21,70,2.56,3
Nov-16,18,6.5,8,4,-,89,0.25,1.8,5.2,18,-,o,,,o,18/11/16,Heavily Polluted,239,346,188,279,19,85,3.75,2
Nov-16,19,8.7,15.6,3,-,59,0.25,7.1,11.1,18,-,o,,,,19/11/16,Moderately Polluted,162,335,123,151,8,62,1.85,20
Nov-16,20,1.5,4,-2,-,84,5.59,6.3,15.4,28.7,50.4,o,o,,,20/11/16,Good,73,214,52,59,3,41,1.14,9
Nov-16,21,-2.9,1,-7,-,39,1.27,8.7,31.3,43.2,64.8,,o,,,21/11/16,Excellent,26,12,9,14,2,13,0.36,54
Nov-16,22,-3.4,0,-9,-,36,0.51,-,19.3,32.4,61.1,,,,,22/11/16,Excellent,28,40,7,20,3,18,0.39,47
Nov-16,23,-1.8,3,-9,-,34,0,-,13.3,32.4,50.4,,,,,23/11/16,Excellent,33,115,17,31,7,31,0.55,32
Nov-16,24,-1.9,4.1,-7,-,54,0,5.5,5.7,14.4,-,,,,,24/11/16,Good,94,282,67,93,16,64,1.33,13
Nov-16,25,0,5,-5,-,-,0,4.2,5,14.4,-,,,,,25/11/16,Moderately Polluted,195,351,153,194,22,93,2.55,4
Nov-16,26,1.7,10,-4,-,59,0,4,8.9,18,35.9,,,,,26/11/16,Severely Polluted,306,366,254,356,21,112,3.35,7
Nov-16,27,0.8,8,-7,-,36,0,-,10.7,35.9,46.9,,,,,27/11/16,Good,79,149,56,94,6,44,0.97,34
Nov-16,28,0.2,8.2,-6,-,53,0,6.1,5.4,10.7,-,,,,,28/11/16,Good,81,163,58,95,16,73,1.57,8
Nov-16,29,1.8,4.1,-5,-,70,0,6.1,5.6,14.4,-,,,,,29/11/16,Lightly Polluted,128,288,96,142,25,79,2.57,3
Nov-16,30,4.4,11,-3,-,45,0,4.3,12.2,35.9,53.9,,,,,30/11/16,Lightly Polluted,123,289,89,127,14,65,2.15,22
Dec-16,1,1.7,10,-6,-,42,0,10.6,8,25.2,39.6,,,,,1/12/16,Excellent,47,54,27,46,7,42,0.74,37
Dec-16,2,1.3,10,-5,-,54,0,6,5.6,10.7,-,,,,,2/12/16,Lightly Polluted,123,263,92,116,18,81,1.98,8
Dec-16,3,1.1,7.7,-4,-,76,0,2.7,5,14.4,-,,,,o,3/12/16,Heavily Polluted,232,347,191,232,23,107,3.2,5
Dec-16,4,2,10,-3,-,67,0,4.5,6.3,18,25.2,,,,o,4/12/16,Severely Polluted,291,355,246,301,17,102,3.57,9
Dec-16,5,-0.5,7,-9,-,35,0,-,15.6,50.4,75.6,,,,,5/12/16,Good,78,130,49,79,7,40,1.07,31
Dec-16,6,-0.7,6,-6,-,48,0,6,6.1,14.4,21.7,,,,,6/12/16,Lightly Polluted,103,244,75,115,19,85,2.11,7
Dec-16,7,2.1,8.2,-4,-,62,0,4.7,7,14.4,-,,,,,7/12/16,Moderately Polluted,159,309,120,159,21,94,2.56,8
Dec-16,8,2.6,9,-4,-,36,0,2.4,20,46.9,64.8,,,,,8/12/16,Lightly Polluted,132,229,91,125,10,54,1.79,34
Dec-16,9,-0.7,6,-8,-,42,0,10.8,7.8,18,57.6,,,,,9/12/16,Excellent,37,8,21,36,8,38,0.7,32
Dec-16,10,-1.7,6,-7,-,46,0,6.6,5,18,-,,,,,10/12/16,Good,67,98,46,70,14,62,1.39,11
Dec-16,11,0.6,3.7,-5,-,65,0,3.5,6.1,10.7,-,,,,,11/12/16,Heavily Polluted,204,346,159,193,31,97,3.21,5
Dec-16,12,1.9,7,-3,-,58,0,3.5,8.5,18,-,,,,,12/12/16,Severely Polluted,270,357,219,242,38,101,2.92,6
Dec-16,13,-0.2,5,-7,-,29,0,-,13.3,21.7,32.4,,,,,13/12/16,Good,78,182,56,60,9,50,1.25,26
Dec-16,14,-1.9,4,-9,-,36,0,11.4,7.4,32.4,50.4,,,,,14/12/16,Excellent,40,60,24,38,9,42,0.74,32
Dec-16,15,-1.3,5,-9,-,36,0,-,15.6,39.6,61.1,,,,,15/12/16,Good,51,83,25,51,9,40,0.85,31
Dec-16,16,-0.8,7,-8,-,50,0,4.5,5.4,10.7,-,,,,,16/12/16,Lightly Polluted,135,274,101,134,20,87,2.07,8
Dec-16,17,-1.1,5,-7,-,68,0,2.9,4.3,14.4,-,,,,o,17/12/16,Heavily Polluted,229,351,184,211,30,102,3.14,5
Dec-16,18,-0.8,8,-6,-,64,0,4,5.6,14.4,-,,,,o,18/12/16,Severely Polluted,270,337,219,245,24,100,3.42,7
Dec-16,19,-0.3,9,-6,-,68,0,3.2,4.6,7.2,-,,,,o,19/12/16,Severely Polluted,265,306,214,247,22,107,3.88,7
Dec-16,20,-2.1,0,-5,-,94,-,1.1,5.6,10.7,-,,o,,o,20/12/16,Severely Polluted,409,342,365,422,8,133,7.67,4
Dec-16,21,0.8,4,-4,-,73,0,1.4,6.5,32.4,50.4,,,,o,21/12/16,Severely Polluted,429,363,393,429,10,152,7.97,4
Dec-16,22,0.4,6,-7,-,35,0,-,18.3,32.4,50.4,,,,,22/12/16,Moderately Polluted,151,325,93,170,6,45,1.95,39
Dec-16,23,-2.3,4,-8,-,45,0,8.4,6.7,18,-,,,,,23/12/16,Excellent,47,55,31,42,7,43,0.74,26
Dec-16,24,-3.1,4,-7,-,67,0,6.6,4.4,10.7,-,,,,,24/12/16,Moderately Polluted,155,343,117,143,24,86,2.57,6
Dec-16,25,-0.6,2.1,-4,-,68,0,4.7,5.9,10.7,-,,,,,25/12/16,Moderately Polluted,191,353,145,167,27,94,2.81,4
Dec-16,26,-1.6,4,-9,-,30,0,-,10,18,-,,,,,26/12/16,Good,64,240,45,54,15,47,1.01,31
Dec-16,27,-1.6,3,-7,-,46,0,6.6,9.3,18,-,,,,,27/12/16,Good,54,155,35,53,8,41,0.81,31
Dec-16,28,-2.2,3,-9,-,32,0,5.3,19.3,35.9,46.9,,,,,28/12/16,Good,85,233,57,74,9,37,0.97,29
Dec-16,29,-3.9,2,-12,-,44,0,5.8,6.7,18,21.7,,,,,29/12/16,Good,75,166,54,79,11,49,1.02,19
Dec-16,30,-5,1.2,-12,-,68,0,4.3,3.9,7.2,-,,,,,30/12/16,Heavily Polluted,249,351,201,245,19,96,3.17,4
Dec-16,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/16,Severely Polluted,329,353,280,329,21,127,4.4,4
Jan-17,1,-4.4,0,-9,-,87,-,1.3,5.9,14.4,-,,o,,o,1/01/17,Severely Polluted,454,365,430,501,8,131,6.43,4
Jan-17,2,-1.2,9,-9,-,57,0,3.4,7,18,-,,,,o,2/01/17,Heavily Polluted,220,296,161,246,12,92,3.14,24
Jan-17,3,-1.7,9,-9,-,67,0,2.4,4.8,14.4,-,,,,o,3/01/17,Severely Polluted,338,354,290,380,17,137,5.61,9
Jan-17,4,-0.1,6,-9,-,80,0,2.1,6.9,14.4,-,,,,o,4/01/17,Severely Polluted,393,360,344,452,18,145,7.28,8
Jan-17,5,-0.9,4,-6,-,75,-,2.6,5,14.4,-,,o,,,5/01/17,Severely Polluted,276,345,224,275,15,109,5.55,5
Jan-17,6,0.4,5.2,-4.6,-,73,0,2.6,3.9,7.2,-,,,,,6/01/17,Heavily Polluted,245,350,194,190,23,104,4.28,7
Jan-17,7,0.9,3.7,-0.4,-,79,0.25,1.9,8.3,25.2,32.4,o,o,,o,7/01/17,Heavily Polluted,211,327,165,128,17,80,3.22,6
Jan-17,8,2.7,7,-3,-,34,0,-,24.6,39.6,50.4,,,,,8/01/17,Good,54,104,36,22,9,33,0.97,42
Jan-17,9,0.3,5,-4,-,34,0,-,17.2,32.4,-,,,,,9/01/17,Excellent,49,67,32,44,6,36,0.76,38
Jan-17,10,-2.4,4.2,-11,-,33,0,-,11.7,32.4,53.9,,,,,10/01/17,Excellent,44,71,23,40,6,32,0.64,45
Jan-17,11,-0.8,7,-10,-,37,0,-,11.1,35.9,53.9,,,,,11/01/17,Good,77,198,56,81,18,70,1.54,14
Jan-17,12,1.7,7,-8,-,30,0,-,21.7,43.2,61.1,,,,,12/01/17,Good,59,148,39,57,11,46,0.88,38
Jan-17,13,-1.7,3,-9,-,20,0,-,23.2,35.9,50.4,,,,,13/01/17,Excellent,30,35,7,20,4,19,0.38,60
Jan-17,14,-2.1,3,-7,-,35,-,-,8.3,18,-,,o,,,14/01/17,Excellent,35,39,18,37,10,41,0.8,32
Jan-17,15,-3,0,-7,-,70,-,9.3,6.7,14.4,32.4,,o,,,15/01/17,Good,72,197,51,69,10,48,0.99,18
Jan-17,16,-1.6,0,-4.4,-,71,-,4.2,4.1,7.2,-,,o,,,16/01/17,Lightly Polluted,123,284,92,107,17,65,1.71,4
Jan-17,17,-2.6,3,-8,-,60,0,4.5,7.8,21.7,-,,,,,17/01/17,Moderately Polluted,176,311,132,144,20,71,2.11,10
Jan-17,18,-2.3,2,-5.8,-,43,-,6.4,8.3,18,-,,o,,,18/01/17,Good,53,74,37,50,9,48,0.83,26
Jan-17,19,-5.8,-0.8,-13,-,32,0,-,32.6,57.6,82.8,,,,,19/01/17,Good,85,161,45,88,13,36,1.17,39
Jan-17,20,-6.2,0,-12,-,36,0,-,8,25.2,-,,,,,20/01/17,Excellent,40,45,21,34,7,31,0.69,48
Jan-17,21,-5.1,1,-12,-,25,0,-,23.5,43.2,61.1,,,,,21/01/17,Good,53,58,25,49,9,28,0.78,48
Jan-17,22,-6.6,0,-14,-,37,0,-,7.2,14.4,25.2,,,,,22/01/17,Excellent,36,8,23,34,10,38,0.79,37
Jan-17,23,-6.8,0,-13,-,46,0,7.2,5,14.4,-,,,,,23/01/17,Excellent,46,35,32,44,12,45,0.98,29
Jan-17,24,-3.4,3,-11,-,45,0,6.4,5.7,10.7,21.7,,,,,24/01/17,Lightly Polluted,114,239,85,100,27,73,2.04,15
Jan-17,25,-2.9,3,-9,-,61,0,3.7,4.3,7.2,-,,,,,25/01/17,Heavily Polluted,221,314,171,186,38,91,3.22,14
Jan-17,26,0.4,9,-10,-,35,0,2.7,24.8,64.8,86.3,,,,,26/01/17,Heavily Polluted,203,289,159,196,25,62,2.66,33
Jan-17,27,-1.9,3.8,-7,-,39,0,7.6,7.6,21.7,-,,,,,27/01/17,Good,85,149,60,88,20,28,0.72,59
Jan-17,28,-1.6,2,-5,-,54,0,4.7,9.4,46.9,-,,,,,28/01/17,Severely Polluted,364,359,337,419,81,69,2.62,16
Jan-17,29,-4.4,0,-15,-,25,0,-,23.7,46.9,53.9,,,,,29/01/17,Good,80,166,39,75,10,16,0.72,61
Jan-17,30,-2.3,1,-10,-,18,0,12.4,9.8,14.4,-,,,,,30/01/17,Excellent,47,101,24,31,9,19,0.56,62
Jan-17,31,-1.5,6,-7,-,22,0,7.4,9.4,18,25.2,,,,,31/01/17,Lightly Polluted,102,310,75,86,27,40,1.26,45
Feb-17,1,-3.1,4,-12,-,25,0,13.5,9.1,21.7,28.7,,,,,1/02/17,Good,54,125,30,49,12,24,0.6,56
Feb-17,2,-2.3,5,-10,-,30,0,8,6.7,14.4,-,,,,,2/02/17,Lightly Polluted,107,264,80,101,29,58,1.53,31
Feb-17,3,0.2,6,-7,-,40,0,3.2,4.4,10.7,25.2,,,,,3/02/17,Moderately Polluted,196,327,154,181,43,83,2.57,25
Feb-17,4,3.3,9,-5,-,38,0,2.9,9.8,21.7,25.2,,,,,4/02/17,Severely Polluted,294,358,247,280,49,92,3.23,33
Feb-17,5,6.2,9,-1.5,-,17,0,-,18,28.7,53.9,,,,,5/02/17,Excellent,32,6,12,16,6,23,0.46,64
Feb-17,6,0.4,5,-5,-,27,0,-,9.4,21.7,-,,,,,6/02/17,Excellent,35,14,12,23,6,26,0.47,55
Feb-17,7,-1.9,2.5,-6,-,64,-,7.2,7.4,14.4,-,,o,,,7/02/17,Lightly Polluted,101,322,75,93,20,59,1.51,17
Feb-17,8,-0.8,5,-4,-,25,0,-,29.1,46.9,64.8,,,,,8/02/17,Good,60,221,32,50,6,26,0.73,56
Feb-17,9,-0.9,3,-4,-,21,0,-,31.7,50.4,68.3,,,,,9/02/17,Excellent,36,24,6,20,2,10,0.3,73
Feb-17,10,0.6,5,-7,-,17,0,-,24.4,43.2,61.1,,,,,10/02/17,Excellent,38,23,6,22,2,13,0.31,74
Feb-17,11,0.2,9,-8,-,29,0,-,6.9,14.4,-,,,,,11/02/17,Good,62,86,42,66,17,43,0.87,45
Feb-17,12,0.9,10,-7,-,37,0,5.8,6.5,14.4,28.7,,,,,12/02/17,Lightly Polluted,138,306,104,132,41,76,2.28,23
Feb-17,13,3.4,13,-7,-,36,0,5.3,8.3,14.4,25.2,,,,,13/02/17,Lightly Polluted,109,229,79,104,23,66,2.06,32
Feb-17,14,-1.1,5,-6,-,74,0,2.4,7,10.7,-,,,,,14/02/17,Heavily Polluted,225,338,176,190,30,95,2.89,12
Feb-17,15,2.5,8,-3.4,-,53,0,3.1,8.7,21.7,-,,,,,15/02/17,Severely Polluted,283,358,232,209,35,105,3.16,22
Feb-17,16,3.7,9,-5,-,22,0,-,23.2,32.4,53.9,,,,,16/02/17,Lightly Polluted,145,289,107,71,18,54,1.44,47
Feb-17,17,1,6,-7,-,22,0,13.5,13,28.7,43.2,,,,,17/02/17,Excellent,45,39,20,37,6,27,0.52,59
Feb-17,18,3.5,10,-5,-,35,0,6.9,8.1,18,-,,,,,18/02/17,Lightly Polluted,111,255,83,119,25,71,1.58,25
Feb-17,19,5,15,-4,-,22,0,5.8,24.1,50.4,53.9,,,,,19/02/17,Lightly Polluted,150,277,97,143,24,61,1.41,43
Feb-17,20,-0.8,5,-6,-,26,0,10.1,9.3,25.2,28.7,,,,,20/02/17,Excellent,39,15,10,31,4,23,0.42,62
Feb-17,21,-2.3,2,-6,-,71,5.33,4.2,8.5,18,-,,o,,,21/02/17,Good,83,308,60,77,14,58,1.32,17
Feb-17,22,1.5,7,-6,-,45,0,3.2,19.8,50.4,68.3,,,,,22/02/17,Lightly Polluted,106,313,76,50,6,40,1.08,41
Feb-17,23,3.3,8,-5,-,30,0,-,13,28.7,53.9,,,,,23/02/17,Excellent,36,43,16,28,6,29,0.59,60
Feb-17,24,6.3,12,-4.2,-,26,0,-,15.4,32.4,57.6,,,,,24/02/17,Excellent,43,80,25,39,9,43,0.76,45
Feb-17,25,5.4,14,-3,-,34,0,-,10.6,25.2,43.2,,,,,25/02/17,Excellent,30,27,10,21,5,29,0.47,58
Feb-17,26,5.6,13,-4,-,39,0,7.9,7.2,18,32.4,,,,,26/02/17,Excellent,44,50,27,45,9,49,0.76,41
Feb-17,27,8.3,16,-0.8,-,33,0,-,10.6,18,-,,,,,27/02/17,Good,87,219,64,93,16,75,1.42,27
Feb-17,28,10.1,16,4,-,20,-,-,16.1,28.7,46.9,o,,,,28/02/17,Excellent,34,1,14,29,6,32,0.52,58
Mar-17,1,3.2,8,-4,-,18,0,-,24.3,43.2,64.8,,,,,1/03/17,Excellent,44,28,7,37,2,13,0.32,79
Mar-17,2,5.9,14.6,-3,-,28,0,-,7.6,18,28.7,,,,,2/03/17,Good,61,105,36,73,11,50,0.81,40
Mar-17,3,5.9,14.5,-4,-,39,0,7.2,8.7,21.7,-,,,,,3/03/17,Lightly Polluted,110,343,82,139,22,67,1.47,33
Mar-17,4,6.9,12,-1.8,-,30,0,7.6,9.8,21.7,25.2,,,,,4/03/17,Lightly Polluted,112,273,83,107,24,68,1.54,47
Mar-17,5,3.9,10.6,-5,-,27,0,-,16.3,39.6,57.6,,,,,5/03/17,Excellent,45,35,14,33,4,19,0.38,73
Mar-17,6,3.1,9,-4,-,27,-,10.1,19.6,43.2,57.6,,o,,,6/03/17,Excellent,44,54,16,44,5,34,0.61,48
Mar-17,7,4.4,9,-1.2,-,21,0,-,23.2,43.2,61.1,,,,,7/03/17,Excellent,36,12,6,24,2,12,0.3,70
Mar-17,8,9,14,-2.2,-,16,0,-,23.9,35.9,57.6,,,,,8/03/17,Excellent,35,15,9,29,2,20,0.39,68
Mar-17,9,9.4,17.1,-2,-,18,0,-,14.8,32.4,53.9,,,,,9/03/17,Excellent,35,11,11,32,3,33,0.45,53
Mar-17,10,11.8,19,0.1,-,20,0,-,7,14.4,28.7,,,,,10/03/17,Good,55,85,30,60,10,59,0.79,41
Mar-17,11,12.8,20,4,-,19,0,-,19.4,32.4,46.9,,,,,11/03/17,Good,74,190,45,81,15,47,0.83,51
Mar-17,12,6.8,13,-2,-,15,0,-,11.9,25.2,-,,,,,12/03/17,Excellent,41,43,6,27,2,11,0.26,79
Mar-17,13,8.6,15,-2,-,18,0,-,7,14.4,-,,,,,13/03/17,Excellent,37,48,9,26,4,27,0.4,63
Mar-17,14,9.1,17,-2,-,23,0,-,9.1,18,28.7,,,,,14/03/17,Excellent,42,74,17,44,6,38,0.52,52
Mar-17,15,7.6,15,0,-,37,0,6.9,8.3,18,-,,,,,15/03/17,Good,84,295,61,91,20,65,1.13,40
Mar-17,16,10.6,16,2,-,37,0,6.9,10.2,18,28.7,,,,,16/03/17,Lightly Polluted,149,361,112,153,23,86,1.35,39
Mar-17,17,9.1,16,3,-,55,0,5,7.2,14.4,-,,,,,17/03/17,Moderately Polluted,159,354,120,159,18,68,1.07,46
Mar-17,18,12,19,4,-,41,0,4.8,9.1,14.4,32.4,,,,,18/03/17,Moderately Polluted,184,359,140,168,14,65,1.13,67
Mar-17,19,12.4,18,5.6,-,51,0,3.5,8,18,-,,,,,19/03/17,Severely Polluted,272,366,221,249,31,78,2.02,79
Mar-17,20,7.2,13,1,-,73,0.25,5.6,8.5,18,-,o,,,,20/03/17,Moderately Polluted,184,363,142,146,18,72,1.34,39
Mar-17,21,8.8,14,1,-,48,0,6.1,8.9,18,28.7,,,,,21/03/17,Lightly Polluted,113,322,85,91,5,45,0.77,50
Mar-17,22,10.2,14,3.7,-,50,1.52,5.6,7.4,14.4,25.2,o,,,,22/03/17,Moderately Polluted,173,359,131,170,17,77,1.21,39
Mar-17,23,5.9,8,1,-,74,7.11,4.8,8.3,21.7,-,o,,,,23/03/17,Moderately Polluted,163,355,124,91,6,57,1.63,38
Mar-17,24,3.3,4.1,1.1,-,92,3.81,3.4,6.1,10.7,-,o,,,,24/03/17,Good,82,263,59,0,2,46,0.96,34
Mar-17,25,9.7,14,0.7,-,40,2.29,-,12.6,21.7,43.2,,,,,25/03/17,Good,55,127,34,25,3,34,0.8,47
Mar-17,26,9.5,15,3,-,35,0,14,16.1,28.7,39.6,o,,,,26/03/17,Excellent,36,14,11,26,2,20,0.33,70
Mar-17,27,10.4,15,3,-,29,0,-,10,18,-,,,,,27/03/17,Excellent,37,6,15,32,2,30,0.4,61
Mar-17,28,10.4,17,3,-,51,0,6.4,8.9,21.7,32.4,,,,,28/03/17,Good,80,220,56,90,8,50,0.65,52
Mar-17,29,12.9,19,5.2,-,54,0,5.5,8.7,18,-,,,,,29/03/17,Lightly Polluted,145,353,110,133,9,61,0.86,55
Mar-17,30,11.7,16,3,-,35,-,7.2,11.1,21.7,-,o,,,,30/03/17,Lightly Polluted,119,311,88,131,14,54,1.14,46
Mar-17,31,12.3,17,3,-,27,0,-,8.3,18,35.9,,,,,31/03/17,Excellent,48,86,18,47,3,30,0.4,66
Apr-17,1,13.7,22,4,-,28,0,-,9.4,21.7,39.6,,,,,1/04/17,Good,61,119,28,73,5,50,0.58,48
Apr-17,2,14.6,24,5.8,-,32,0,6.9,6.9,14.4,21.7,,,,,2/04/17,Good,90,262,66,110,12,70,1.07,48
Apr-17,3,17.6,25,7.7,-,40,0,5.5,9.8,25.2,-,,,,,3/04/17,Moderately Polluted,159,360,122,168,19,76,1.26,74
Apr-17,4,16.7,20,13,-,52,-,4.2,10.6,18,-,o,,,,4/04/17,Moderately Polluted,175,363,134,155,20,63,1.14,62
Apr-17,5,14.2,20,9,-,69,0,6.3,12.4,21.7,-,,,,,5/04/17,Good,83,224,61,60,5,27,0.61,95
Apr-17,6,18.1,26,9.2,-,45,0,6.1,10,25.2,-,,,,,6/04/17,Lightly Polluted,126,324,95,91,5,44,0.9,74
Apr-17,7,14.1,17,12,-,63,-,6.9,7.2,14.4,-,o,,,,7/04/17,Lightly Polluted,103,280,76,120,7,43,0.79,60
Apr-17,8,13.3,18,6,-,52,0,6.8,8.1,14.4,32.4,,,,,8/04/17,Lightly Polluted,113,328,76,138,6,59,0.89,30
Apr-17,9,14.1,19,7,-,40,0,-,9.6,21.7,32.4,,,,,9/04/17,Good,86,349,63,100,6,45,0.88,46
Apr-17,10,15.3,21,8.7,-,43,0,8.2,10.7,21.7,35.9,,,,,10/04/17,Good,90,339,64,117,8,57,0.74,42
Apr-17,11,13.5,22,2,-,21,0,-,15.4,35.9,50.4,,,,,11/04/17,Good,61,204,27,66,3,31,0.38,62
Apr-17,12,14.9,26,3,-,25,0,-,9.8,21.7,43.2,,,,,12/04/17,Good,68,199,25,84,4,49,0.54,46
Apr-17,13,13.7,20,5.7,-,39,0,8.4,7.6,18,-,,,,,13/04/17,Good,91,307,52,131,13,60,1.03,49
Apr-17,14,18.2,28,7,-,37,0,9,9.1,25.2,39.6,,,,,14/04/17,Good,93,317,58,131,5,65,0.85,45
Apr-17,15,23.1,32,10.3,-,21,0,-,12.8,32.4,53.9,,,,,15/04/17,Good,69,115,34,86,4,48,0.48,63
Apr-17,16,17.6,24,9,-,53,0,5,10,18,35.9,,,,,16/04/17,Lightly Polluted,134,350,90,171,15,68,0.95,56
Apr-17,17,20.6,26,10.8,-,22,0,5.5,22.4,53.9,72,,,,,17/04/17,Moderately Polluted,180,354,125,215,7,54,0.95,57
Apr-17,18,16,24,8,-,24,0,-,22.6,53.9,75.6,,,,,18/04/17,Good,65,145,22,78,2,17,0.24,81
Apr-17,19,10.2,15.3,3,-,60,-,10.5,6.5,14.4,-,o,,,,19/04/17,Good,83,230,41,113,6,67,0.8,20
Apr-17,20,15.9,23.1,5.6,-,30,0,-,13.7,28.7,50.4,,,,,20/04/17,Good,72,227,37,92,2,43,0.69,46
Apr-17,21,16.7,23,4,-,32,0,-,11.7,25.2,39.6,,,,,21/04/17,Good,55,141,16,56,2,20,0.29,74
Apr-17,22,20.4,27,9.5,-,24,0,-,18.5,35.9,50.4,,,,,22/04/17,Good,85,325,41,118,7,41,0.46,68
Apr-17,23,16.8,25,7,-,32,0,-,12.8,28.7,-,,,,,23/04/17,Good,60,116,22,71,3,21,0.37,86
Apr-17,24,17.3,23,10,-,12,0,-,19.1,46.9,64.8,,,,,24/04/17,Good,70,168,33,82,4,30,0.5,73
Apr-17,25,13.5,20.1,6,-,26,0,-,8.3,18,-,,,,,25/04/17,Excellent,39,40,11,37,2,22,0.27,59
Apr-17,26,18.9,24,7.6,-,15,0,-,16.9,28.7,43.2,,,,,26/04/17,Excellent,43,88,13,38,2,27,0.33,64
Apr-17,27,23.4,30,7.2,-,10,0,-,20,39.6,53.9,,,,,27/04/17,Excellent,45,87,14,46,2,32,0.31,62
Apr-17,28,25.3,32,12,-,16,0,-,13.7,32.4,53.9,,,,,28/04/17,Good,58,110,21,65,2,36,0.39,67
Apr-17,29,25.6,35,12,-,24,0,-,15.4,35.9,53.9,,,,,29/04/17,Good,75,166,38,99,2,39,0.39,69
Apr-17,30,21,30,9,-,26,0,-,11.5,21.7,43.2,,,,,30/04/17,Lightly Polluted,106,312,48,159,4,42,0.48,77
May-17,1,19.9,27,11,-,30,0,-,8.9,14.4,-,,,,,1/05/17,Good,82,222,40,112,7,44,0.7,71
May-17,2,22.9,29,13.5,-,41,0,7.4,10.6,18,-,,,,,2/05/17,Good,95,293,57,129,9,50,0.95,105
May-17,3,20.5,27,15,-,50,0.25,6.6,13.3,28.7,32.4,o,,,,3/05/17,Lightly Polluted,104,324,72,121,8,47,0.85,79
May-17,4,21.3,25,15.9,-,20,0.25,2.9,16.7,61.1,90,,,,,4/05/17,Severely Polluted,420,354,336,772,2,21,0.29,79
May-17,5,15.8,21,7,-,17,0,-,23.5,68.3,97,,,,,5/05/17,Severely Polluted,256,312,185,438,3,21,0.31,64
May-17,6,21.7,30,10,-,22,0,-,17,35.9,57.6,,,,,6/05/17,Good,71,128,31,90,2,32,0.36,68
May-17,7,23.9,32,12,-,26,0,-,11.7,28.7,35.9,,,,,7/05/17,Good,64,113,26,75,3,40,0.4,78
May-17,8,23.6,30,14.7,-,35,0,-,9.1,18,25.2,,,,,8/05/17,Good,84,255,52,109,6,52,0.56,96
May-17,9,21,29,13,-,48,0,-,13.1,25.2,43.2,,,,,9/05/17,Good,81,280,45,97,6,25,0.51,107
May-17,10,23.6,33,11,-,34,0,-,11.5,32.4,46.9,,,,,10/05/17,Good,64,135,37,68,3,29,0.46,87
May-17,11,21.3,31,8,-,15,0,-,23.3,50.4,75.6,,,,,11/05/17,Good,91,271,28,130,3,30,0.32,69
May-17,12,22.4,29,12,-,18,0,-,18.5,50.4,68.3,,,,,12/05/17,Lightly Polluted,109,303,42,166,4,23,0.39,90
May-17,13,23.4,29,14.3,-,22,0,-,22.4,43.2,61.1,,,,,13/05/17,Good,61,142,18,71,2,15,0.25,72
May-17,14,21.9,28,12,-,27,0,-,9.8,18,-,,,,,14/05/17,Excellent,47,52,11,37,2,15,0.28,87
May-17,15,22.4,28,14,-,28,0,-,8.7,21.7,-,,,,,15/05/17,Good,58,183,20,58,5,23,0.52,94
May-17,16,25.1,32,16,-,36,0,-,11.5,21.7,61.1,,,,,16/05/17,Good,87,342,40,88,8,28,0.59,126
May-17,17,25.3,32,17,-,50,0,8.2,7.2,14.4,-,,,,,17/05/17,Lightly Polluted,118,358,58,111,8,34,0.68,151
